,state,year,month,total_pop,young_males (15-34 yrs),ethanol_all_drinks_gallons_per_capita,total_gdp (Millions of current dollars) ,Urban population percentage,gun_totals
10121,Nebraska,2013,6,1868516,247764,2.31,107604.3,,4503
10122,Nebraska,2013,7,1868516,247764,2.31,107604.3,,4323
10123,Nebraska,2013,8,1868516,247764,2.31,107604.3,,5411
10124,Nebraska,2013,9,1868516,247764,2.31,107604.3,,5387
10125,Nebraska,2013,10,1868516,247764,2.31,107604.3,,6517
10126,Nebraska,2013,11,1868516,247764,2.31,107604.3,,6868
10127,Nebraska,2013,12,1868516,247764,2.31,107604.3,,8665
10128,Nevada,2013,1,2790136,372364,3.31,130621.4,,18361
10129,Nevada,2013,2,2790136,372364,3.31,130621.4,,17065
10130,Nevada,2013,3,2790136,372364,3.31,130621.4,,15623
10131,Nevada,2013,4,2790136,372364,3.31,130621.4,,14225
10132,Nevada,2013,5,2790136,372364,3.31,130621.4,,11297
10133,Nevada,2013,6,2790136,372364,3.31,130621.4,,9962
10134,Nevada,2013,7,2790136,372364,3.31,130621.4,,8915
10135,Nevada,2013,8,2790136,372364,3.31,130621.4,,9540
10136,Nevada,2013,9,2790136,372364,3.31,130621.4,,8704
10137,Nevada,2013,10,2790136,372364,3.31,130621.4,,9800
10138,Nevada,2013,11,2790136,372364,3.31,130621.4,,10503
10139,Nevada,2013,12,2790136,372364,3.31,130621.4,,12897
10140,New Hampshire,2013,1,1323459,156835,4.68,70181.9,,20513
10141,New Hampshire,2013,2,1323459,156835,4.68,70181.9,,14988
10142,New Hampshire,2013,3,1323459,156835,4.68,70181.9,,15881
10143,New Hampshire,2013,4,1323459,156835,4.68,70181.9,,14365
10144,New Hampshire,2013,5,1323459,156835,4.68,70181.9,,11780
10145,New Hampshire,2013,6,1323459,156835,4.68,70181.9,,8975
10146,New Hampshire,2013,7,1323459,156835,4.68,70181.9,,8707
10147,New Hampshire,2013,8,1323459,156835,4.68,70181.9,,9645
10148,New Hampshire,2013,9,1323459,156835,4.68,70181.9,,10164
10149,New Hampshire,2013,10,1323459,156835,4.68,70181.9,,11318
10150,New Hampshire,2013,11,1323459,156835,4.68,70181.9,,10397
10151,New Hampshire,2013,12,1323459,156835,4.68,70181.9,,10993
10152,New Jersey,2013,1,8899339,1109411,2.36,533686.7,,11110
10153,New Jersey,2013,2,8899339,1109411,2.36,533686.7,,8972
10154,New Jersey,2013,3,8899339,1109411,2.36,533686.7,,9843
10155,New Jersey,2013,4,8899339,1109411,2.36,533686.7,,8977
10156,New Jersey,2013,5,8899339,1109411,2.36,533686.7,,12656
10157,New Jersey,2013,6,8899339,1109411,2.36,533686.7,,12104
10158,New Jersey,2013,7,8899339,1109411,2.36,533686.7,,9963
10159,New Jersey,2013,8,8899339,1109411,2.36,533686.7,,9865
10160,New Jersey,2013,9,8899339,1109411,2.36,533686.7,,8091
10161,New Jersey,2013,10,8899339,1109411,2.36,533686.7,,9341
10162,New Jersey,2013,11,8899339,1109411,2.36,533686.7,,10031
10163,New Jersey,2013,12,8899339,1109411,2.36,533686.7,,9118
10164,New Mexico,2013,1,2085287,275682,2.35,88411.2,,16998
10165,New Mexico,2013,2,2085287,275682,2.35,88411.2,,17202
10166,New Mexico,2013,3,2085287,275682,2.35,88411.2,,16606
10167,New Mexico,2013,4,2085287,275682,2.35,88411.2,,12995
10168,New Mexico,2013,5,2085287,275682,2.35,88411.2,,11936
10169,New Mexico,2013,6,2085287,275682,2.35,88411.2,,9948
10170,New Mexico,2013,7,2085287,275682,2.35,88411.2,,10135
10171,New Mexico,2013,8,2085287,275682,2.35,88411.2,,10939
10172,New Mexico,2013,9,2085287,275682,2.35,88411.2,,10018
10173,New Mexico,2013,10,2085287,275682,2.35,88411.2,,12018
10174,New Mexico,2013,11,2085287,275682,2.35,88411.2,,12642
10175,New Mexico,2013,12,2085287,275682,2.35,88411.2,,14896
10176,New York,2013,1,19651127,2625959,2.21,1355581.4,,43752
10177,New York,2013,2,19651127,2625959,2.21,1355581.4,,32249
10178,New York,2013,3,19651127,2625959,2.21,1355581.4,,35013
10179,New York,2013,4,19651127,2625959,2.21,1355581.4,,30999
10180,New York,2013,5,19651127,2625959,2.21,1355581.4,,23167
10181,New York,2013,6,19651127,2625959,2.21,1355581.4,,21003
10182,New York,2013,7,19651127,2625959,2.21,1355581.4,,20065
10183,New York,2013,8,19651127,2625959,2.21,1355581.4,,23867
10184,New York,2013,9,19651127,2625959,2.21,1355581.4,,27247
10185,New York,2013,10,19651127,2625959,2.21,1355581.4,,30402
10186,New York,2013,11,19651127,2625959,2.21,1355581.4,,32643
10187,New York,2013,12,19651127,2625959,2.21,1355581.4,,32657
10188,North Carolina,2013,1,9848060,1253487,2.03,455521.6,,70301
10189,North Carolina,2013,2,9848060,1253487,2.03,455521.6,,72694
10190,North Carolina,2013,3,9848060,1253487,2.03,455521.6,,58353
10191,North Carolina,2013,4,9848060,1253487,2.03,455521.6,,46729
10192,North Carolina,2013,5,9848060,1253487,2.03,455521.6,,38695
10193,North Carolina,2013,6,9848060,1253487,2.03,455521.6,,32934
10194,North Carolina,2013,7,9848060,1253487,2.03,455521.6,,33798
10195,North Carolina,2013,8,9848060,1253487,2.03,455521.6,,36326
10196,North Carolina,2013,9,9848060,1253487,2.03,455521.6,,34609
10197,North Carolina,2013,10,9848060,1253487,2.03,455521.6,,40850
10198,North Carolina,2013,11,9848060,1253487,2.03,455521.6,,50272
10199,North Carolina,2013,12,9848060,1253487,2.03,455521.6,,59061
10200,North Dakota,2013,1,723393,111463,3.38,53881.7,,9686
10201,North Dakota,2013,2,723393,111463,3.38,53881.7,,8362
10202,North Dakota,2013,3,723393,111463,3.38,53881.7,,8143
10203,North Dakota,2013,4,723393,111463,3.38,53881.7,,7678
10204,North Dakota,2013,5,723393,111463,3.38,53881.7,,6284
10205,North Dakota,2013,6,723393,111463,3.38,53881.7,,5016
10206,North Dakota,2013,7,723393,111463,3.38,53881.7,,5143
10207,North Dakota,2013,8,723393,111463,3.38,53881.7,,5641
10208,North Dakota,2013,9,723393,111463,3.38,53881.7,,6707
10209,North Dakota,2013,10,723393,111463,3.38,53881.7,,8511
10210,North Dakota,2013,11,723393,111463,3.38,53881.7,,7692
10211,North Dakota,2013,12,723393,111463,3.38,53881.7,,6949
10212,Ohio,2013,1,11570808,1445620,2.04,561045.5,,83996
10213,Ohio,2013,2,11570808,1445620,2.04,561045.5,,79762
10214,Ohio,2013,3,11570808,1445620,2.04,561045.5,,76031
10215,Ohio,2013,4,11570808,1445620,2.04,561045.5,,57639
10216,Ohio,2013,5,11570808,1445620,2.04,561045.5,,42751
10217,Ohio,2013,6,11570808,1445620,2.04,561045.5,,39150
10218,Ohio,2013,7,11570808,1445620,2.04,561045.5,,39440
10219,Ohio,2013,8,11570808,1445620,2.04,561045.5,,41954
10220,Ohio,2013,9,11570808,1445620,2.04,561045.5,,42579
10221,Ohio,2013,10,11570808,1445620,2.04,561045.5,,48416
10222,Ohio,2013,11,11570808,1445620,2.04,561045.5,,61911
10223,Ohio,2013,12,11570808,1445620,2.04,561045.5,,67301
10224,Oklahoma,2013,1,3850568,514817,1.93,182618.4,,48246
10225,Oklahoma,2013,2,3850568,514817,1.93,182618.4,,43984
10226,Oklahoma,2013,3,3850568,514817,1.93,182618.4,,37224
10227,Oklahoma,2013,4,3850568,514817,1.93,182618.4,,30530
10228,Oklahoma,2013,5,3850568,514817,1.93,182618.4,,24269
10229,Oklahoma,2013,6,3850568,514817,1.93,182618.4,,21661
10230,Oklahoma,2013,7,3850568,514817,1.93,182618.4,,22622
10231,Oklahoma,2013,8,3850568,514817,1.93,182618.4,,26282
10232,Oklahoma,2013,9,3850568,514817,1.93,182618.4,,23496
10233,Oklahoma,2013,10,3850568,514817,1.93,182618.4,,27268
10234,Oklahoma,2013,11,3850568,514817,1.93,182618.4,,35876
10235,Oklahoma,2013,12,3850568,514817,1.93,182618.4,,39176
10236,Oregon,2013,1,3930065,507334,2.66,179382.7,,33335
10237,Oregon,2013,2,3930065,507334,2.66,179382.7,,30190
10238,Oregon,2013,3,3930065,507334,2.66,179382.7,,28021
10239,Oregon,2013,4,3930065,507334,2.66,179382.7,,23657
10240,Oregon,2013,5,3930065,507334,2.66,179382.7,,18777
10241,Oregon,2013,6,3930065,507334,2.66,179382.7,,17274
10242,Oregon,2013,7,3930065,507334,2.66,179382.7,,15846
10243,Oregon,2013,8,3930065,507334,2.66,179382.7,,18504
10244,Oregon,2013,9,3930065,507334,2.66,179382.7,,19746
10245,Oregon,2013,10,3930065,507334,2.66,179382.7,,19484
10246,Oregon,2013,11,3930065,507334,2.66,179382.7,,22895
10247,Oregon,2013,12,3930065,507334,2.66,179382.7,,26573
10248,Pennsylvania,2013,1,12773801,1590094,2.33,663900.8,,135603
10249,Pennsylvania,2013,2,12773801,1590094,2.33,663900.8,,113841
10250,Pennsylvania,2013,3,12773801,1590094,2.33,663900.8,,114209
10251,Pennsylvania,2013,4,12773801,1590094,2.33,663900.8,,90995
10252,Pennsylvania,2013,5,12773801,1590094,2.33,663900.8,,70882
10253,Pennsylvania,2013,6,12773801,1590094,2.33,663900.8,,61992
10254,Pennsylvania,2013,7,12773801,1590094,2.33,663900.8,,60876
10255,Pennsylvania,2013,8,12773801,1590094,2.33,663900.8,,70687
10256,Pennsylvania,2013,9,12773801,1590094,2.33,663900.8,,70015
10257,Pennsylvania,2013,10,12773801,1590094,2.33,663900.8,,79205
10258,Pennsylvania,2013,11,12773801,1590094,2.33,663900.8,,88985
10259,Pennsylvania,2013,12,12773801,1590094,2.33,663900.8,,87441
10260,Rhode Island,2013,1,1051511,140658,2.56,53209.9,,3792
10261,Rhode Island,2013,2,1051511,140658,2.56,53209.9,,2624
10262,Rhode Island,2013,3,1051511,140658,2.56,53209.9,,3088
10263,Rhode Island,2013,4,1051511,140658,2.56,53209.9,,2775
10264,Rhode Island,2013,5,1051511,140658,2.56,53209.9,,2109
10265,Rhode Island,2013,6,1051511,140658,2.56,53209.9,,1697
10266,Rhode Island,2013,7,1051511,140658,2.56,53209.9,,1561
10267,Rhode Island,2013,8,1051511,140658,2.56,53209.9,,1642
10268,Rhode Island,2013,9,1051511,140658,2.56,53209.9,,1622
10269,Rhode Island,2013,10,1051511,140658,2.56,53209.9,,1862
10270,Rhode Island,2013,11,1051511,140658,2.56,53209.9,,1925
10271,Rhode Island,2013,12,1051511,140658,2.56,53209.9,,1969
10272,South Carolina,2013,1,4774839,608670,2.31,183014.9,,36801
10273,South Carolina,2013,2,4774839,608670,2.31,183014.9,,42168
10274,South Carolina,2013,3,4774839,608670,2.31,183014.9,,35234
10275,South Carolina,2013,4,4774839,608670,2.31,183014.9,,27599
10276,South Carolina,2013,5,4774839,608670,2.31,183014.9,,23713
10277,South Carolina,2013,6,4774839,608670,2.31,183014.9,,21463
10278,South Carolina,2013,7,4774839,608670,2.31,183014.9,,23572
10279,South Carolina,2013,8,4774839,608670,2.31,183014.9,,25637
10280,South Carolina,2013,9,4774839,608670,2.31,183014.9,,20573
10281,South Carolina,2013,10,4774839,608670,2.31,183014.9,,21704
10282,South Carolina,2013,11,4774839,608670,2.31,183014.9,,25922
10283,South Carolina,2013,12,4774839,608670,2.31,183014.9,,31309
10284,South Dakota,2013,1,844877,110231,2.81,44814.9,,11242
10285,South Dakota,2013,2,844877,110231,2.81,44814.9,,10060
10286,South Dakota,2013,3,844877,110231,2.81,44814.9,,9506
10287,South Dakota,2013,4,844877,110231,2.81,44814.9,,7058
10288,South Dakota,2013,5,844877,110231,2.81,44814.9,,5772
10289,South Dakota,2013,6,844877,110231,2.81,44814.9,,4820
10290,South Dakota,2013,7,844877,110231,2.81,44814.9,,4719
10291,South Dakota,2013,8,844877,110231,2.81,44814.9,,5998
10292,South Dakota,2013,9,844877,110231,2.81,44814.9,,6812
10293,South Dakota,2013,10,844877,110231,2.81,44814.9,,8534
10294,South Dakota,2013,11,844877,110231,2.81,44814.9,,8416
10295,South Dakota,2013,12,844877,110231,2.81,44814.9,,9118
10296,Tennessee,2013,1,6495978,818331,2,292803.9,,69456
10297,Tennessee,2013,2,6495978,818331,2,292803.9,,70784
10298,Tennessee,2013,3,6495978,818331,2,292803.9,,61462
10299,Tennessee,2013,4,6495978,818331,2,292803.9,,45767
10300,Tennessee,2013,5,6495978,818331,2,292803.9,,42521
10301,Tennessee,2013,6,6495978,818331,2,292803.9,,36424
10302,Tennessee,2013,7,6495978,818331,2,292803.9,,34531
10303,Tennessee,2013,8,6495978,818331,2,292803.9,,39133
10304,Tennessee,2013,9,6495978,818331,2,292803.9,,40207
10305,Tennessee,2013,10,6495978,818331,2,292803.9,,42522
10306,Tennessee,2013,11,6495978,818331,2,292803.9,,53278
10307,Tennessee,2013,12,6495978,818331,2,292803.9,,64784
10308,Texas,2013,1,26448193,3723923,2.25,1502249.8,,186890
10309,Texas,2013,2,26448193,3723923,2.25,1502249.8,,189806
10310,Texas,2013,3,26448193,3723923,2.25,1502249.8,,163594
10311,Texas,2013,4,26448193,3723923,2.25,1502249.8,,131815
10312,Texas,2013,5,26448193,3723923,2.25,1502249.8,,111668
10313,Texas,2013,6,26448193,3723923,2.25,1502249.8,,97420
10314,Texas,2013,7,26448193,3723923,2.25,1502249.8,,100819
10315,Texas,2013,8,26448193,3723923,2.25,1502249.8,,115380
10316,Texas,2013,9,26448193,3723923,2.25,1502249.8,,111067
10317,Texas,2013,10,26448193,3723923,2.25,1502249.8,,124834
10318,Texas,2013,11,26448193,3723923,2.25,1502249.8,,133911
10319,Texas,2013,12,26448193,3723923,2.25,1502249.8,,166074
10320,Utah,2013,1,2900872,436954,1.36,134252.1,,27938
10321,Utah,2013,2,2900872,436954,1.36,134252.1,,28356
10322,Utah,2013,3,2900872,436954,1.36,134252.1,,32240
10323,Utah,2013,4,2900872,436954,1.36,134252.1,,30717
10324,Utah,2013,5,2900872,436954,1.36,134252.1,,34615
10325,Utah,2013,6,2900872,436954,1.36,134252.1,,27453
10326,Utah,2013,7,2900872,436954,1.36,134252.1,,28963
10327,Utah,2013,8,2900872,436954,1.36,134252.1,,30966
10328,Utah,2013,9,2900872,436954,1.36,134252.1,,19074
10329,Utah,2013,10,2900872,436954,1.36,134252.1,,17812
10330,Utah,2013,11,2900872,436954,1.36,134252.1,,21492
10331,Utah,2013,12,2900872,436954,1.36,134252.1,,24978
10332,Vermont,2013,1,626630,75512,3,29098.8,,4195
10333,Vermont,2013,2,626630,75512,3,29098.8,,4254
10334,Vermont,2013,3,626630,75512,3,29098.8,,4099
10335,Vermont,2013,4,626630,75512,3,29098.8,,3608
10336,Vermont,2013,5,626630,75512,3,29098.8,,2228
10337,Vermont,2013,6,626630,75512,3,29098.8,,1957
10338,Vermont,2013,7,626630,75512,3,29098.8,,1915
10339,Vermont,2013,8,626630,75512,3,29098.8,,2306
10340,Vermont,2013,9,626630,75512,3,29098.8,,2742
10341,Vermont,2013,10,626630,75512,3,29098.8,,2951
10342,Vermont,2013,11,626630,75512,3,29098.8,,3007
10343,Vermont,2013,12,626630,75512,3,29098.8,,2873
10344,Virginia,2013,1,8260405,1102121,2.1,455070,,60837
10345,Virginia,2013,2,8260405,1102121,2.1,455070,,57124
10346,Virginia,2013,3,8260405,1102121,2.1,455070,,52284
10347,Virginia,2013,4,8260405,1102121,2.1,455070,,39271
10348,Virginia,2013,5,8260405,1102121,2.1,455070,,31108
10349,Virginia,2013,6,8260405,1102121,2.1,455070,,29376
10350,Virginia,2013,7,8260405,1102121,2.1,455070,,28960
10351,Virginia,2013,8,8260405,1102121,2.1,455070,,33074
10352,Virginia,2013,9,8260405,1102121,2.1,455070,,33507
10353,Virginia,2013,10,8260405,1102121,2.1,455070,,36623
10354,Virginia,2013,11,8260405,1102121,2.1,455070,,44918
10355,Virginia,2013,12,8260405,1102121,2.1,455070,,51344
10356,Washington,2013,1,6971406,938678,2.24,419345,,73547
10357,Washington,2013,2,6971406,938678,2.24,419345,,66081
10358,Washington,2013,3,6971406,938678,2.24,419345,,60588
10359,Washington,2013,4,6971406,938678,2.24,419345,,49100
10360,Washington,2013,5,6971406,938678,2.24,419345,,40430
10361,Washington,2013,6,6971406,938678,2.24,419345,,35567
10362,Washington,2013,7,6971406,938678,2.24,419345,,33115
10363,Washington,2013,8,6971406,938678,2.24,419345,,37388
10364,Washington,2013,9,6971406,938678,2.24,419345,,36213
10365,Washington,2013,10,6971406,938678,2.24,419345,,41311
10366,Washington,2013,11,6971406,938678,2.24,419345,,40784
10367,Washington,2013,12,6971406,938678,2.24,419345,,46998
10368,West Virginia,2013,1,1854304,219661,1.8,71037.6,,26793
10369,West Virginia,2013,2,1854304,219661,1.8,71037.6,,29414
10370,West Virginia,2013,3,1854304,219661,1.8,71037.6,,25848
10371,West Virginia,2013,4,1854304,219661,1.8,71037.6,,18761
10372,West Virginia,2013,5,1854304,219661,1.8,71037.6,,15908
10373,West Virginia,2013,6,1854304,219661,1.8,71037.6,,13796
10374,West Virginia,2013,7,1854304,219661,1.8,71037.6,,13839
10375,West Virginia,2013,8,1854304,219661,1.8,71037.6,,16506
10376,West Virginia,2013,9,1854304,219661,1.8,71037.6,,17038
10377,West Virginia,2013,10,1854304,219661,1.8,71037.6,,19865
10378,West Virginia,2013,11,1854304,219661,1.8,71037.6,,24919
10379,West Virginia,2013,12,1854304,219661,1.8,71037.6,,26265
10380,Wisconsin,2013,1,5742713,731428,2.99,282384.6,,56977
10381,Wisconsin,2013,2,5742713,731428,2.99,282384.6,,50656
10382,Wisconsin,2013,3,5742713,731428,2.99,282384.6,,50492
10383,Wisconsin,2013,4,5742713,731428,2.99,282384.6,,42236
10384,Wisconsin,2013,5,5742713,731428,2.99,282384.6,,28975
10385,Wisconsin,2013,6,5742713,731428,2.99,282384.6,,20416
10386,Wisconsin,2013,7,5742713,731428,2.99,282384.6,,22108
10387,Wisconsin,2013,8,5742713,731428,2.99,282384.6,,27420
10388,Wisconsin,2013,9,5742713,731428,2.99,282384.6,,32039
10389,Wisconsin,2013,10,5742713,731428,2.99,282384.6,,35951
10390,Wisconsin,2013,11,5742713,731428,2.99,282384.6,,35704
10391,Wisconsin,2013,12,5742713,731428,2.99,282384.6,,31714
10392,Wyoming,2013,1,582658,79005,2.67,38922.5,,7861
10393,Wyoming,2013,2,582658,79005,2.67,38922.5,,7556
10394,Wyoming,2013,3,582658,79005,2.67,38922.5,,7534
10395,Wyoming,2013,4,582658,79005,2.67,38922.5,,6084
10396,Wyoming,2013,5,582658,79005,2.67,38922.5,,5581
10397,Wyoming,2013,6,582658,79005,2.67,38922.5,,4854
10398,Wyoming,2013,7,582658,79005,2.67,38922.5,,4299
10399,Wyoming,2013,8,582658,79005,2.67,38922.5,,4876
10400,Wyoming,2013,9,582658,79005,2.67,38922.5,,5018
10401,Wyoming,2013,10,582658,79005,2.67,38922.5,,4629
10402,Wyoming,2013,11,582658,79005,2.67,38922.5,,5494
10403,Wyoming,2013,12,582658,79005,2.67,38922.5,,6885
10404,Alabama,2014,1,4849377,607119,2,194059.7,,52138
10405,Alabama,2014,2,4849377,607119,2,194059.7,,63947
10406,Alabama,2014,3,4849377,607119,2,194059.7,,57656
10407,Alabama,2014,4,4849377,607119,2,194059.7,,46332
10408,Alabama,2014,5,4849377,607119,2,194059.7,,43111
10409,Alabama,2014,6,4849377,607119,2,194059.7,,41709
10410,Alabama,2014,7,4849377,607119,2,194059.7,,43600
10411,Alabama,2014,8,4849377,607119,2,194059.7,,45465
10412,Alabama,2014,9,4849377,607119,2,194059.7,,45081
10413,Alabama,2014,10,4849377,607119,2,194059.7,,50068
10414,Alabama,2014,11,4849377,607119,2,194059.7,,56324
10415,Alabama,2014,12,4849377,607119,2,194059.7,,75874
10416,Alaska,2014,1,736732,116174,2.79,55547.4,,4951
10417,Alaska,2014,2,736732,116174,2.79,55547.4,,6353
10418,Alaska,2014,3,736732,116174,2.79,55547.4,,7271
10419,Alaska,2014,4,736732,116174,2.79,55547.4,,8305
10420,Alaska,2014,5,736732,116174,2.79,55547.4,,7166
10421,Alaska,2014,6,736732,116174,2.79,55547.4,,6005
10422,Alaska,2014,7,736732,116174,2.79,55547.4,,6035
10423,Alaska,2014,8,736732,116174,2.79,55547.4,,7816
10424,Alaska,2014,9,736732,116174,2.79,55547.4,,6625
10425,Alaska,2014,10,736732,116174,2.79,55547.4,,9803
10426,Alaska,2014,11,736732,116174,2.79,55547.4,,7851
10427,Alaska,2014,12,736732,116174,2.79,55547.4,,9442
10428,Arizona,2014,1,6731484,898409,2.37,284573.8,,24458
10429,Arizona,2014,2,6731484,898409,2.37,284573.8,,29657
10430,Arizona,2014,3,6731484,898409,2.37,284573.8,,28307
10431,Arizona,2014,4,6731484,898409,2.37,284573.8,,25939
10432,Arizona,2014,5,6731484,898409,2.37,284573.8,,24566
10433,Arizona,2014,6,6731484,898409,2.37,284573.8,,22049
10434,Arizona,2014,7,6731484,898409,2.37,284573.8,,21193
10435,Arizona,2014,8,6731484,898409,2.37,284573.8,,26519
10436,Arizona,2014,9,6731484,898409,2.37,284573.8,,23538
10437,Arizona,2014,10,6731484,898409,2.37,284573.8,,25181
10438,Arizona,2014,11,6731484,898409,2.37,284573.8,,26203
10439,Arizona,2014,12,6731484,898409,2.37,284573.8,,33062
10440,Arkansas,2014,1,2966369,377134,1.79,117339.1,,17158
10441,Arkansas,2014,2,2966369,377134,1.79,117339.1,,24599
10442,Arkansas,2014,3,2966369,377134,1.79,117339.1,,20173
10443,Arkansas,2014,4,2966369,377134,1.79,117339.1,,16546
10444,Arkansas,2014,5,2966369,377134,1.79,117339.1,,17070
10445,Arkansas,2014,6,2966369,377134,1.79,117339.1,,14177
10446,Arkansas,2014,7,2966369,377134,1.79,117339.1,,13484
10447,Arkansas,2014,8,2966369,377134,1.79,117339.1,,15895
10448,Arkansas,2014,9,2966369,377134,1.79,117339.1,,17053
10449,Arkansas,2014,10,2966369,377134,1.79,117339.1,,23097
10450,Arkansas,2014,11,2966369,377134,1.79,117339.1,,25577
10451,Arkansas,2014,12,2966369,377134,1.79,117339.1,,29453
10452,California,2014,1,38802500,5492996,2.32,2396552.1,,100054
10453,California,2014,2,38802500,5492996,2.32,2396552.1,,111341
10454,California,2014,3,38802500,5492996,2.32,2396552.1,,137660
10455,California,2014,4,38802500,5492996,2.32,2396552.1,,134448
10456,California,2014,5,38802500,5492996,2.32,2396552.1,,120661
10457,California,2014,6,38802500,5492996,2.32,2396552.1,,102639
10458,California,2014,7,38802500,5492996,2.32,2396552.1,,104309
10459,California,2014,8,38802500,5492996,2.32,2396552.1,,119570
10460,California,2014,9,38802500,5492996,2.32,2396552.1,,118856
10461,California,2014,10,38802500,5492996,2.32,2396552.1,,128439
10462,California,2014,11,38802500,5492996,2.32,2396552.1,,132469
10463,California,2014,12,38802500,5492996,2.32,2396552.1,,164170
10464,Colorado,2014,1,5355866,751296,2.77,306362,,33328
10465,Colorado,2014,2,5355866,751296,2.77,306362,,36936
10466,Colorado,2014,3,5355866,751296,2.77,306362,,38547
10467,Colorado,2014,4,5355866,751296,2.77,306362,,34615
10468,Colorado,2014,5,5355866,751296,2.77,306362,,31697
10469,Colorado,2014,6,5355866,751296,2.77,306362,,26802
10470,Colorado,2014,7,5355866,751296,2.77,306362,,29247
10471,Colorado,2014,8,5355866,751296,2.77,306362,,32230
10472,Colorado,2014,9,5355866,751296,2.77,306362,,30504
10473,Colorado,2014,10,5355866,751296,2.77,306362,,35546
10474,Colorado,2014,11,5355866,751296,2.77,306362,,36523
10475,Colorado,2014,12,5355866,751296,2.77,306362,,47309
10476,Connecticut,2014,1,3596677,449750,2.37,248954.2,,28542
10477,Connecticut,2014,2,3596677,449750,2.37,248954.2,,29640
10478,Connecticut,2014,3,3596677,449750,2.37,248954.2,,36553
10479,Connecticut,2014,4,3596677,449750,2.37,248954.2,,20715
10480,Connecticut,2014,5,3596677,449750,2.37,248954.2,,14437
10481,Connecticut,2014,6,3596677,449750,2.37,248954.2,,13270
10482,Connecticut,2014,7,3596677,449750,2.37,248954.2,,12620
10483,Connecticut,2014,8,3596677,449750,2.37,248954.2,,16479
10484,Connecticut,2014,9,3596677,449750,2.37,248954.2,,22160
10485,Connecticut,2014,10,3596677,449750,2.37,248954.2,,24547
10486,Connecticut,2014,11,3596677,449750,2.37,248954.2,,23451
10487,Connecticut,2014,12,3596677,449750,2.37,248954.2,,27883
10488,Delaware,2014,1,935614,117151,3.59,67178.9,,2486
10489,Delaware,2014,2,935614,117151,3.59,67178.9,,3207
10490,Delaware,2014,3,935614,117151,3.59,67178.9,,3534
10491,Delaware,2014,4,935614,117151,3.59,67178.9,,2822
10492,Delaware,2014,5,935614,117151,3.59,67178.9,,3896
10493,Delaware,2014,6,935614,117151,3.59,67178.9,,2928
10494,Delaware,2014,7,935614,117151,3.59,67178.9,,2960
10495,Delaware,2014,8,935614,117151,3.59,67178.9,,3415
10496,Delaware,2014,9,935614,117151,3.59,67178.9,,3289
10497,Delaware,2014,10,935614,117151,3.59,67178.9,,3802
10498,Delaware,2014,11,935614,117151,3.59,67178.9,,4764
10499,Delaware,2014,12,935614,117151,3.59,67178.9,,5847
10500,District of Columbia,2014,1,658893,109010,3.84,119994.4,,52
10501,District of Columbia,2014,2,658893,109010,3.84,119994.4,,28
10502,District of Columbia,2014,3,658893,109010,3.84,119994.4,,48
10503,District of Columbia,2014,4,658893,109010,3.84,119994.4,,36
10504,District of Columbia,2014,5,658893,109010,3.84,119994.4,,31
10505,District of Columbia,2014,6,658893,109010,3.84,119994.4,,23
10506,District of Columbia,2014,7,658893,109010,3.84,119994.4,,49
10507,District of Columbia,2014,8,658893,109010,3.84,119994.4,,47
10508,District of Columbia,2014,9,658893,109010,3.84,119994.4,,48
10509,District of Columbia,2014,10,658893,109010,3.84,119994.4,,52
10510,District of Columbia,2014,11,658893,109010,3.84,119994.4,,45
10511,District of Columbia,2014,12,658893,109010,3.84,119994.4,,53
10512,Florida,2014,1,19893297,2420380,2.59,839706,,82342
10513,Florida,2014,2,19893297,2420380,2.59,839706,,100876
10514,Florida,2014,3,19893297,2420380,2.59,839706,,104835
10515,Florida,2014,4,19893297,2420380,2.59,839706,,94323
10516,Florida,2014,5,19893297,2420380,2.59,839706,,78127
10517,Florida,2014,6,19893297,2420380,2.59,839706,,70597
10518,Florida,2014,7,19893297,2420380,2.59,839706,,70230
10519,Florida,2014,8,19893297,2420380,2.59,839706,,75868
10520,Florida,2014,9,19893297,2420380,2.59,839706,,77573
10521,Florida,2014,10,19893297,2420380,2.59,839706,,83962
10522,Florida,2014,11,19893297,2420380,2.59,839706,,87931
10523,Florida,2014,12,19893297,2420380,2.59,839706,,107882
10524,Georgia,2014,1,10097343,1338751,1.96,484915.4,,36627
10525,Georgia,2014,2,10097343,1338751,1.96,484915.4,,50459
10526,Georgia,2014,3,10097343,1338751,1.96,484915.4,,45841
10527,Georgia,2014,4,10097343,1338751,1.96,484915.4,,36533
10528,Georgia,2014,5,10097343,1338751,1.96,484915.4,,33247
10529,Georgia,2014,6,10097343,1338751,1.96,484915.4,,30386
10530,Georgia,2014,7,10097343,1338751,1.96,484915.4,,32987
10531,Georgia,2014,8,10097343,1338751,1.96,484915.4,,35344
10532,Georgia,2014,9,10097343,1338751,1.96,484915.4,,35423
10533,Georgia,2014,10,10097343,1338751,1.96,484915.4,,43186
10534,Georgia,2014,11,10097343,1338751,1.96,484915.4,,44325
10535,Georgia,2014,12,10097343,1338751,1.96,484915.4,,60222
10536,Hawaii,2014,1,1419561,200081,2.59,77972.5,,1337
10537,Hawaii,2014,2,1419561,200081,2.59,77972.5,,1222
10538,Hawaii,2014,3,1419561,200081,2.59,77972.5,,1333
10539,Hawaii,2014,4,1419561,200081,2.59,77972.5,,1597
